model,class_id,alpha,checkpoint,hidden_layers,hidden_width,image_path
seed0_7x100,6,0.90,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-6__alpha-0p90__checkpoint-epoch_025.png
seed0_7x100,7,0.90,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-7__alpha-0p90__checkpoint-epoch_025.png
seed0_7x100,8,0.90,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-8__alpha-0p90__checkpoint-epoch_025.png
seed0_7x100,9,0.90,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-9__alpha-0p90__checkpoint-epoch_025.png
seed0_7x100,0,0.93,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-0__alpha-0p93__checkpoint-epoch_025.png
seed0_7x100,1,0.93,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-1__alpha-0p93__checkpoint-epoch_025.png
seed0_7x100,2,0.93,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-2__alpha-0p93__checkpoint-epoch_025.png
seed0_7x100,3,0.93,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-3__alpha-0p93__checkpoint-epoch_025.png
seed0_7x100,4,0.93,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-4__alpha-0p93__checkpoint-epoch_025.png
seed0_7x100,5,0.93,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-5__alpha-0p93__checkpoint-epoch_025.png
seed0_7x100,6,0.93,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-6__alpha-0p93__checkpoint-epoch_025.png
seed0_7x100,7,0.93,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-7__alpha-0p93__checkpoint-epoch_025.png
seed0_7x100,8,0.93,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-8__alpha-0p93__checkpoint-epoch_025.png
seed0_7x100,9,0.93,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-9__alpha-0p93__checkpoint-epoch_025.png
seed0_7x100,0,0.95,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-0__alpha-0p95__checkpoint-epoch_025.png
seed0_7x100,1,0.95,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-1__alpha-0p95__checkpoint-epoch_025.png
seed0_7x100,2,0.95,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-2__alpha-0p95__checkpoint-epoch_025.png
seed0_7x100,3,0.95,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-3__alpha-0p95__checkpoint-epoch_025.png
seed0_7x100,4,0.95,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-4__alpha-0p95__checkpoint-epoch_025.png
seed0_7x100,5,0.95,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-5__alpha-0p95__checkpoint-epoch_025.png
seed0_7x100,6,0.95,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-6__alpha-0p95__checkpoint-epoch_025.png
seed0_7x100,7,0.95,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-7__alpha-0p95__checkpoint-epoch_025.png
seed0_7x100,8,0.95,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-8__alpha-0p95__checkpoint-epoch_025.png
seed0_7x100,9,0.95,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-9__alpha-0p95__checkpoint-epoch_025.png
seed0_7x100,0,0.97,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-0__alpha-0p97__checkpoint-epoch_025.png
seed0_7x100,1,0.97,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-1__alpha-0p97__checkpoint-epoch_025.png
seed0_7x100,2,0.97,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-2__alpha-0p97__checkpoint-epoch_025.png
seed0_7x100,3,0.97,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-3__alpha-0p97__checkpoint-epoch_025.png
seed0_7x100,4,0.97,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-4__alpha-0p97__checkpoint-epoch_025.png
seed0_7x100,5,0.97,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-5__alpha-0p97__checkpoint-epoch_025.png
seed0_7x100,6,0.97,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-6__alpha-0p97__checkpoint-epoch_025.png
seed0_7x100,7,0.97,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-7__alpha-0p97__checkpoint-epoch_025.png
seed0_7x100,8,0.97,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-8__alpha-0p97__checkpoint-epoch_025.png
seed0_7x100,9,0.97,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-9__alpha-0p97__checkpoint-epoch_025.png
seed0_7x100,0,0.99,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-0__alpha-0p99__checkpoint-epoch_025.png
seed0_7x100,1,0.99,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-1__alpha-0p99__checkpoint-epoch_025.png
seed0_7x100,2,0.99,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-2__alpha-0p99__checkpoint-epoch_025.png
seed0_7x100,3,0.99,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-3__alpha-0p99__checkpoint-epoch_025.png
seed0_7x100,4,0.99,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-4__alpha-0p99__checkpoint-epoch_025.png
seed0_7x100,5,0.99,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-5__alpha-0p99__checkpoint-epoch_025.png
seed0_7x100,6,0.99,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-6__alpha-0p99__checkpoint-epoch_025.png
seed0_7x100,7,0.99,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-7__alpha-0p99__checkpoint-epoch_025.png
seed0_7x100,8,0.99,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-8__alpha-0p99__checkpoint-epoch_025.png
seed0_7x100,9,0.99,epoch_025,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-9__alpha-0p99__checkpoint-epoch_025.png
seed0_7x100,0,0.90,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-0__alpha-0p90__checkpoint-epoch_050.png
seed0_7x100,1,0.90,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-1__alpha-0p90__checkpoint-epoch_050.png
seed0_7x100,2,0.90,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-2__alpha-0p90__checkpoint-epoch_050.png
seed0_7x100,3,0.90,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-3__alpha-0p90__checkpoint-epoch_050.png
seed0_7x100,4,0.90,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-4__alpha-0p90__checkpoint-epoch_050.png
seed0_7x100,5,0.90,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-5__alpha-0p90__checkpoint-epoch_050.png
seed0_7x100,6,0.90,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-6__alpha-0p90__checkpoint-epoch_050.png
seed0_7x100,7,0.90,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-7__alpha-0p90__checkpoint-epoch_050.png
seed0_7x100,8,0.90,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-8__alpha-0p90__checkpoint-epoch_050.png
seed0_7x100,9,0.90,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-9__alpha-0p90__checkpoint-epoch_050.png
seed0_7x100,0,0.93,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-0__alpha-0p93__checkpoint-epoch_050.png
seed0_7x100,1,0.93,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-1__alpha-0p93__checkpoint-epoch_050.png
seed0_7x100,2,0.93,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-2__alpha-0p93__checkpoint-epoch_050.png
seed0_7x100,3,0.93,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-3__alpha-0p93__checkpoint-epoch_050.png
seed0_7x100,4,0.93,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-4__alpha-0p93__checkpoint-epoch_050.png
seed0_7x100,5,0.93,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-5__alpha-0p93__checkpoint-epoch_050.png
seed0_7x100,6,0.93,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-6__alpha-0p93__checkpoint-epoch_050.png
seed0_7x100,7,0.93,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-7__alpha-0p93__checkpoint-epoch_050.png
seed0_7x100,8,0.93,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-8__alpha-0p93__checkpoint-epoch_050.png
seed0_7x100,9,0.93,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-9__alpha-0p93__checkpoint-epoch_050.png
seed0_7x100,0,0.95,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-0__alpha-0p95__checkpoint-epoch_050.png
seed0_7x100,1,0.95,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-1__alpha-0p95__checkpoint-epoch_050.png
seed0_7x100,2,0.95,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-2__alpha-0p95__checkpoint-epoch_050.png
seed0_7x100,3,0.95,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-3__alpha-0p95__checkpoint-epoch_050.png
seed0_7x100,4,0.95,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-4__alpha-0p95__checkpoint-epoch_050.png
seed0_7x100,5,0.95,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-5__alpha-0p95__checkpoint-epoch_050.png
seed0_7x100,6,0.95,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-6__alpha-0p95__checkpoint-epoch_050.png
seed0_7x100,7,0.95,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-7__alpha-0p95__checkpoint-epoch_050.png
seed0_7x100,8,0.95,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-8__alpha-0p95__checkpoint-epoch_050.png
seed0_7x100,9,0.95,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-9__alpha-0p95__checkpoint-epoch_050.png
seed0_7x100,0,0.97,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-0__alpha-0p97__checkpoint-epoch_050.png
seed0_7x100,1,0.97,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-1__alpha-0p97__checkpoint-epoch_050.png
seed0_7x100,2,0.97,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-2__alpha-0p97__checkpoint-epoch_050.png
seed0_7x100,3,0.97,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-3__alpha-0p97__checkpoint-epoch_050.png
seed0_7x100,4,0.97,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-4__alpha-0p97__checkpoint-epoch_050.png
seed0_7x100,5,0.97,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-5__alpha-0p97__checkpoint-epoch_050.png
seed0_7x100,6,0.97,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-6__alpha-0p97__checkpoint-epoch_050.png
seed0_7x100,7,0.97,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-7__alpha-0p97__checkpoint-epoch_050.png
seed0_7x100,8,0.97,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-8__alpha-0p97__checkpoint-epoch_050.png
seed0_7x100,9,0.97,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-9__alpha-0p97__checkpoint-epoch_050.png
seed0_7x100,0,0.99,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-0__alpha-0p99__checkpoint-epoch_050.png
seed0_7x100,1,0.99,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-1__alpha-0p99__checkpoint-epoch_050.png
seed0_7x100,2,0.99,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-2__alpha-0p99__checkpoint-epoch_050.png
seed0_7x100,3,0.99,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-3__alpha-0p99__checkpoint-epoch_050.png
seed0_7x100,4,0.99,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-4__alpha-0p99__checkpoint-epoch_050.png
seed0_7x100,5,0.99,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-5__alpha-0p99__checkpoint-epoch_050.png
seed0_7x100,6,0.99,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-6__alpha-0p99__checkpoint-epoch_050.png
seed0_7x100,7,0.99,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-7__alpha-0p99__checkpoint-epoch_050.png
seed0_7x100,8,0.99,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-8__alpha-0p99__checkpoint-epoch_050.png
seed0_7x100,9,0.99,epoch_050,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-9__alpha-0p99__checkpoint-epoch_050.png
seed0_7x100,0,0.90,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-0__alpha-0p90__checkpoint-epoch_075.png
seed0_7x100,1,0.90,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-1__alpha-0p90__checkpoint-epoch_075.png
seed0_7x100,2,0.90,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-2__alpha-0p90__checkpoint-epoch_075.png
seed0_7x100,3,0.90,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-3__alpha-0p90__checkpoint-epoch_075.png
seed0_7x100,4,0.90,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-4__alpha-0p90__checkpoint-epoch_075.png
seed0_7x100,5,0.90,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-5__alpha-0p90__checkpoint-epoch_075.png
seed0_7x100,6,0.90,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-6__alpha-0p90__checkpoint-epoch_075.png
seed0_7x100,7,0.90,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-7__alpha-0p90__checkpoint-epoch_075.png
seed0_7x100,8,0.90,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-8__alpha-0p90__checkpoint-epoch_075.png
seed0_7x100,9,0.90,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-9__alpha-0p90__checkpoint-epoch_075.png
seed0_7x100,0,0.93,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-0__alpha-0p93__checkpoint-epoch_075.png
seed0_7x100,1,0.93,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-1__alpha-0p93__checkpoint-epoch_075.png
seed0_7x100,2,0.93,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-2__alpha-0p93__checkpoint-epoch_075.png
seed0_7x100,3,0.93,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-3__alpha-0p93__checkpoint-epoch_075.png
seed0_7x100,4,0.93,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-4__alpha-0p93__checkpoint-epoch_075.png
seed0_7x100,5,0.93,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-5__alpha-0p93__checkpoint-epoch_075.png
seed0_7x100,6,0.93,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-6__alpha-0p93__checkpoint-epoch_075.png
seed0_7x100,7,0.93,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-7__alpha-0p93__checkpoint-epoch_075.png
seed0_7x100,8,0.93,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-8__alpha-0p93__checkpoint-epoch_075.png
seed0_7x100,9,0.93,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-9__alpha-0p93__checkpoint-epoch_075.png
seed0_7x100,0,0.95,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-0__alpha-0p95__checkpoint-epoch_075.png
seed0_7x100,1,0.95,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-1__alpha-0p95__checkpoint-epoch_075.png
seed0_7x100,2,0.95,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-2__alpha-0p95__checkpoint-epoch_075.png
seed0_7x100,3,0.95,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-3__alpha-0p95__checkpoint-epoch_075.png
seed0_7x100,4,0.95,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-4__alpha-0p95__checkpoint-epoch_075.png
seed0_7x100,5,0.95,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-5__alpha-0p95__checkpoint-epoch_075.png
seed0_7x100,6,0.95,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-6__alpha-0p95__checkpoint-epoch_075.png
seed0_7x100,7,0.95,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-7__alpha-0p95__checkpoint-epoch_075.png
seed0_7x100,8,0.95,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-8__alpha-0p95__checkpoint-epoch_075.png
seed0_7x100,9,0.95,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-9__alpha-0p95__checkpoint-epoch_075.png
seed0_7x100,0,0.97,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-0__alpha-0p97__checkpoint-epoch_075.png
seed0_7x100,1,0.97,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-1__alpha-0p97__checkpoint-epoch_075.png
seed0_7x100,2,0.97,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-2__alpha-0p97__checkpoint-epoch_075.png
seed0_7x100,3,0.97,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-3__alpha-0p97__checkpoint-epoch_075.png
seed0_7x100,4,0.97,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-4__alpha-0p97__checkpoint-epoch_075.png
seed0_7x100,5,0.97,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-5__alpha-0p97__checkpoint-epoch_075.png
seed0_7x100,6,0.97,epoch_075,7,100,/Users/heliu/Desktop/ENS/Remote-cluster/vnncomp_net/update_overview/nap_rule_images/model-seed0_7x100__class-6__alpha-0p97__checkpoint-epoch_075.png
